51.06,71.12,
53.76,73.82,
55.35,75.41,
59.49,79.55,
59.5,79.56,
57.62,77.68,
54,74.06,
54.24,74.3,
57.75,77.81,
61.42,81.48,
64.88,84.94,
62.87,82.93,
61.98,82.04,
59.48,79.54,
60.23,80.29,
57.55,77.61,
49.45,69.51,
45.69,65.75,
45.65,65.71,
43.96,64.02,
43.45,63.51,
47.64,67.7,
60.57,80.63,
73.47,93.53,
75.49,95.55,
73.11,93.17,
72.52,92.58,
72.08,92.14,
73.44,93.5,
73.44,93.5,
71.45,91.51,
71.51,91.57,
70.23,90.29,
70.8,90.86,
68.53,88.59,
62.46,82.52,
58.56,78.62,
52.89,72.95,
53.24,73.3,
35.43,55.49,
43.63,63.69,
43.16,63.22,
40.33,60.39,
35.53,55.59,
39.78,59.84,
45.2,65.26,
58.71,78.77,
62.9,82.96,
63.07,83.13,
62.92,82.98,
62.89,82.95,
64.58,84.64,
66.53,86.59,
70.12,90.18,
71.16,91.22,
71.52,91.58,
73.42,93.48,
74.6,94.66,
73.45,93.51,
71.52,91.58,
71.44,91.5,
68.54,88.6,
63.14,83.2,
61.15,81.21,
60.54,80.6,
58.84,78.9,
58.49,78.55,
57.45,77.51,
57.17,77.23,
61.45,81.51,
65.41,85.47,
75.63,95.69,
79.7,99.76,
79.48,99.54,
78.58,98.64,
78.32,98.38,
77.73,97.79,
75.78,95.84,
77.64,97.7,
78.52,98.58,
79.44,99.5,
82.44,102.5,
83.23,103.29,
79.64,99.7,
74.54,94.6,
67.53,87.59,
68.97,89.03,
68.44,88.5,
67.87,87.93,
66.84,86.9,
64.74,84.8,
63.54,83.6,
63.59,83.65,
67.63,87.69,
72.04,92.1,
83.61,103.67,
87.56,107.62,
86.45,106.51,
85.67,105.73,
86.45,106.51,
85.15,105.21,
85.37,105.43,
85.28,105.34,
84.55,104.61,
85.5,105.56,
87.58,107.64,
88.02,108.08,
85.44,105.5,
80.54,100.6,
73.67,93.73,
72.94,93,
68.46,88.52,
63.63,83.69,
63.99,84.05,
64.54,84.6,
63.62,83.68,
63.57,83.63,
65.64,85.7,
70.47,90.53,
79.04,99.1,
78.77,98.83,
76.53,96.59,
76.49,96.55,
77.45,97.51,
79.03,99.09,
78.99,99.05,
76.5,96.56,
76.46,96.52,
77.04,97.1,
81.06,101.12,
77.54,97.6,
75.45,95.51,
73.55,93.61,
69.33,89.39,
65.56,85.62,
63.78,83.84,
69.57,89.63,
61.51,81.57,
60.41,80.47,
59.47,79.53,
59.33,79.39,
59.52,79.58,
59.89,79.95,
61.97,82.03,
66.97,87.03,
70.46,90.52,
69.88,89.94,
71.5,91.56,
71.56,91.62,
69.35,89.41,
62.7,82.76,
62.42,82.48,
65.4,85.46,
69.44,89.5,
68.16,88.22,
63.4,83.46,
61.13,81.19,
60.34,80.4,
59.88,79.94,
59.34,79.4,
53.79,73.85,
53.36,73.42,
54.55,74.61,
52.91,72.97,
52.89,72.95,
52.2,72.26,
50.99,71.05,
52.56,72.62,
58.63,78.69,
59.95,80.01,
60.28,80.34,
60.67,80.73,
60.35,80.41,
59.98,80.04,
60.48,80.54,
62.63,82.69,
65.34,85.4,
68.53,88.59,
67.76,87.82,
65.26,85.32,
63.19,83.25,
60.96,81.02,
63.05,83.11,
60.07,80.13,
53.69,73.75,
54.56,74.62,
53.64,73.7,
50.83,70.89,
53.35,73.41,
55.71,75.77,
71.24,91.3,
80.45,100.51,
83.27,103.33,
74.24,94.3,
62.86,82.92,
60.84,80.9,
59.97,80.03,
59.83,79.89,
59.96,80.02,
58.62,78.68,
54.64,74.7,
60.55,80.61,
58.58,78.64,
48.62,68.68,
44.13,64.19,
41.23,61.29,
40.55,60.61,
29.38,49.44,
20.93,40.99,
23.92,43.98,
28.21,48.27,
25.62,45.68,
30.46,50.52,
41.13,61.19,
58.26,78.32,
69.46,89.52,
72.67,92.73,
69.81,89.87,
71.22,91.28,
68.53,88.59,
68.1,88.16,
67.46,87.52,
66.6,86.66,
65.15,85.21,
67.48,87.54,
73.75,93.81,
75.97,96.03,
73.99,94.05,
70.44,90.5,
61.26,81.32,
60.64,80.7,
55.16,75.22,
52.62,72.68,
45.36,65.42,
44.03,64.09,
42.89,62.95,
41.31,61.37,
51.63,71.69,
62.48,82.54,
70.54,90.6,
75.49,95.55,
73.03,93.09,
70.42,90.48,
69.53,89.59,
65.29,85.35,
63.08,83.14,
62.85,82.91,
63.65,83.71,
68.58,88.64,
69.44,89.5,
68.98,89.04,
64.8,84.86,
61.74,81.8,
52.9,72.96,
49.78,69.84,
39.45,59.51,
43.2,63.26,
39.83,59.89,
40.27,60.33,
39.87,59.93,
40.27,60.33,
45.5,65.56,
60.99,81.05,
73.47,93.53,
72.69,92.75,
72.54,92.6,
71.45,91.51,
69.88,89.94,
67.81,87.87,
62.09,82.15,
62.05,82.11,
62.08,82.14,
63.11,83.17,
70.51,90.57,
72.58,92.64,
72.03,92.09,
69.47,89.53,
64.84,84.9,
63.11,83.17,
60.99,81.05,
60.54,80.6,
60.51,80.57,
60.03,80.09,
60.1,80.16,
60.56,80.62,
62.3,82.36,
70.56,90.62,
79.5,99.56,
82.48,102.54,
80.9,100.96,
80.12,100.18,
77.42,97.48,
73.53,93.59,
72.21,92.27,
70.03,90.09,
72.32,92.38,
74.84,94.9,
80.11,100.17,
80.28,100.34,
75.33,95.39,
70.33,90.39,
68.38,88.44,
68.08,88.14,
63.95,84.01,
60.25,80.31,
58.38,78.44,
58.91,78.97,
54.46,74.52,
53.91,73.97,
56.55,76.61,
60.16,80.22,
61.39,81.45,
63.61,83.67,
68.54,88.6,
72.2,92.26,
72.22,92.28,
72.47,92.53,
71.99,92.05,
69.54,89.6,
70.55,90.61,
72.34,92.4,
75.22,95.28,
79.92,99.98,
74.52,94.58,
69.7,89.76,
66.91,86.97,
66.87,86.93,
63.21,83.27,
62.42,82.48,
60.95,81.01,
59.78,79.84,
58.25,78.31,
56.1,76.16,
58.22,78.28,
59.01,79.07,
60.85,80.91,
63.03,83.09,
65.84,85.9,
69.42,89.48,
71.47,91.53,
71.47,91.53,
68.31,88.37,
64.38,84.44,
65.16,85.22,
68.58,88.64,
73.47,93.53,
78.62,98.68,
73.46,93.52,
68,88.06,
63.07,83.13,
63.04,83.1,
60.74,80.8,
57.6,77.66,
50.54,70.6,
46.76,66.82,
43.42,63.48,
46.06,66.12,
55.55,75.61,
63.62,83.68,
73.49,93.55,
75.6,95.66,
76.44,96.5,
75.52,95.58,
78.93,98.99,
77.54,97.6,
77.93,97.99,
76.88,96.94,
74.48,94.54,
74.19,94.25,
80.04,100.1,
81.54,101.6,
78.59,98.65,
73.36,93.42,
69.53,89.59,
68.53,88.59,
66.38,86.44,
64.74,84.8,
63.06,83.12,
62.08,82.14,
60.92,80.98,
61.51,81.57,
63.02,83.08,
70.54,90.6,
79.47,99.53,
83.28,103.34,
81.33,101.39,
78.74,98.8,
75.45,95.51,
72.48,92.54,
72.37,92.43,
69.54,89.6,
68.04,88.1,
66.17,86.23,
71.48,91.54,
71.52,91.58,
65.13,85.19,
63.79,83.85,
60.16,80.22,
58.57,78.63,
44.18,64.24,
44,64.06,
41.75,61.81,
40.88,60.94,
39.8,59.86,
41.77,61.83,
47.28,67.34,
59.37,79.43,
71.46,91.52,
70.54,90.6,
63.2,83.26,
61.11,81.17,
60.44,80.5,
60.36,80.42,
59.6,79.66,
55.59,75.65,
56.65,76.71,
59.54,79.6,
60.24,80.3,
59.81,79.87,
58.91,78.97,
55.6,75.66,
48.8,68.86,
47.03,67.09,
42.37,62.43,
35.26,55.32,
35.99,56.05,
34.41,54.47,
35.23,55.29,
35.28,55.34,
44.53,64.59,
58.66,78.72,
71.48,91.54,
71.81,91.87,
70.48,90.54,
70.12,90.18,
70.34,90.4,
70.59,90.65,
71.67,91.73,
74.52,94.58,
75.83,95.89,
76.01,96.07,
79.91,99.97,
83.3,103.36,
80.47,100.53,
74.25,94.31,
69.52,89.58,
69.16,89.22,
65.44,85.5,
67.77,87.83,
65.57,85.63,
64.64,84.7,
63.55,83.61,
63.45,83.51,
65.44,85.5,
70.45,90.51,
81.81,101.87,
85.26,105.32,
85.06,105.12,
84.56,104.62,
83.72,103.78,
80.77,100.83,
79.74,99.8,
79.5,99.56,
78.79,98.85,
78.79,98.85,
81.69,101.75,
85.24,105.3,
82.63,102.69,
76.54,96.6,
70.98,91.04,
70.97,91.03,
69.54,89.6,
67.35,87.41,
64.34,84.4,
63.41,83.47,
63.07,83.13,
63.07,83.13,
62.33,82.39,
63.05,83.11,
65.19,85.25,
73.99,94.05,
77.73,97.79,
77.58,97.64,
74.47,94.53,
72.46,92.52,
68.6,88.66,
63.04,83.1,
62.64,82.7,
62.6,82.66,
67.54,87.6,
70.24,90.3,
64.61,84.67,
58.43,78.49,
42.45,62.51,
41.52,61.58,
30.64,50.7,
30.5,50.56,
18.52,38.58,
11.11,31.17,
18.35,38.41,
21.4,41.46,
30.58,50.64,
30.29,50.35,
32.63,52.69,
40.88,60.94,
42.19,62.25,
44.58,64.64,
42.23,62.29,
42.18,62.24,
36.86,56.92,
40.86,60.92,
40.63,60.69,
41.34,61.4,
42.34,62.4,
49.09,69.15,
44.71,64.77,
41.01,61.07,
40.95,61.01,
41.39,61.45,
31.04,51.1,
30.49,50.55,
26.45,46.51,
10.29,30.35,
10.45,30.51,
10.58,30.64,
29.64,49.7,
42.97,63.03,
60.52,80.58,
59.86,79.92,
58.58,78.64,
58.63,78.69,
58.61,78.67,
49.51,69.57,
53.48,73.54,
60.16,80.22,
61.06,81.12,
61.02,81.08,
62.52,82.58,
64.8,84.86,
60.47,80.53,
60.31,80.37,
52.58,72.64,
44.62,64.68,
41.01,61.07,
44.51,64.57,
44.45,64.51,
43.55,63.61,
44.34,64.4,
46.04,66.1,
54.56,74.62,
64.54,84.6,
75.13,95.19,
75.39,95.45,
71.91,91.97,
69.47,89.53,
69.49,89.55,
68.46,88.52,
67.56,87.62,
70.52,90.58,
72.46,92.52,
75.49,95.55,
82.93,102.99,
88.51,108.57,
84.32,104.38,
75.52,95.58,
69.51,89.57,
69.07,89.13,
64.64,84.7,
60.15,80.21,
59.52,79.58,
57.78,77.84,
48.51,68.57,
50.07,70.13,
56.91,76.97,
62.28,82.34,
66.07,86.13,
66.51,86.57,
61.96,82.02,
61.25,81.31,
60.57,80.63,
60.15,80.21,
58.59,78.65,
60.17,80.23,
59.57,79.63,
60.7,80.76,
62.79,82.85,
64.9,84.96,
63.06,83.12,
59.84,79.9,
58.6,78.66,
58.86,78.92,
55.52,75.58,
43.82,68.56,
44.1,68.84,
43.94,68.68,
39.97,64.71,
42.11,66.85,
45.13,69.87,
52.68,77.42,
60.93,85.67,
61.05,85.79,
60.8,85.54,
57.07,81.81,
52.23,76.97,
50.96,75.7,
52.1,76.84,
52.26,77,
59.98,84.72,
61.92,86.66,
66.2,90.94,
64.86,89.6,
62.8,87.54,
59.86,84.6,
56.83,81.57,
52.08,76.82,
48.85,73.59,
50.6,75.34,
49.97,74.71,
49.67,74.41,
49.62,74.36,
49.98,74.72,
52.85,77.59,
57.28,82.02,
65.67,90.41,
68.6,93.34,
67.84,92.58,
67.82,92.56,
66.97,91.71,
64.78,89.52,
60.83,85.57,
60.78,85.52,
60.99,85.73,
63.17,87.91,
67.9,92.64,
67.84,92.58,
66.31,91.05,
63.27,88.01,
59.94,84.68,
59.96,84.7,
55.96,80.7,
55.27,80.01,
53.92,78.66,
53.9,78.64,
53.97,78.71,
53.61,78.35,
54.19,78.93,
53.83,78.57,
54.23,78.97,
61.76,86.5,
65.33,90.07,
65.72,90.46,
66.96,91.7,
66.19,90.93,
63.6,88.34,
59.85,84.59,
59,83.74,
60.84,85.58,
67.26,92,
70.42,95.16,
69.86,94.6,
61.64,86.38,
58.35,83.09,
58.97,83.71,
55.27,80.01,
51.9,76.64,
51.18,75.92,
50.84,75.58,
50.87,75.61,
50.71,75.45,
50.67,75.41,
50.72,75.46,
51.11,75.85,
51.25,75.99,
52.26,77,
52.98,77.72,
54.32,79.06,
53.28,78.02,
51.96,76.7,
51.49,76.23,
51.97,76.71,
54.13,78.87,
59.59,84.33,
62.79,87.53,
59.89,84.63,
56.03,80.77,
54.88,79.62,
54.93,79.67,
52.8,77.54,
52.02,76.76,
51.06,75.8,
50.8,75.54,
50.81,75.55,
50.46,75.2,
53.55,78.29,
61.29,86.03,
74.34,99.08,
77.94,102.68,
77,101.74,
73.92,98.66,
71.76,96.5,
67.34,92.08,
65.41,90.15,
66.78,91.52,
68.65,93.39,
73.28,98.02,
76.81,101.55,
78.87,103.61,
75.29,100.03,
67.63,92.37,
59.85,84.59,
58.88,83.62,
55.9,80.64,
56,80.74,
54.88,79.62,
54.64,79.38,
55.26,80,
56.13,80.87,
57.24,81.98,
63.83,88.57,
76.65,101.39,
82.39,107.13,
81.49,106.23,
74.82,99.56,
67.84,92.58,
64.83,89.57,
64.49,89.23,
66.8,91.54,
69.33,94.07,
73.63,98.37,
80.09,104.83,
85.38,110.12,
77.96,102.7,
67.79,92.53,
60.55,85.29,
58.02,82.76,
57.91,82.65,
54.31,79.05,
54.97,79.71,
54.53,79.27,
54.24,78.98,
54.36,79.1,
53.96,78.7,
61.82,86.56,
78.94,103.68,
81.21,105.95,
78.85,103.59,
77.76,102.5,
66.87,91.61,
64.83,89.57,
66.1,90.84,
68.88,93.62,
70.87,95.61,
73.34,98.08,
80.07,104.81,
84.02,108.76,
76.44,101.18,
68.07,92.81,
62.84,87.58,
62.9,87.64,
60.44,85.18,
59.99,84.73,
58.43,83.17,
58.18,82.92,
57.9,82.64,
56.12,80.86,
59.76,84.5,
64.39,89.13,
80.95,105.69,
86.38,111.12,
86.86,111.6,
79.81,104.55,
79.48,104.22,
69.91,94.65,
67.68,92.42,
68.97,93.71,
71.86,96.6,
75.32,100.06,
83.02,107.76,
81.43,106.17,
76.97,101.71,
67.34,92.08,
61.86,86.6,
61.8,86.54,
59.46,84.2,
53.59,78.33,
52.01,76.75,
51.19,75.93,
52.04,76.78,
52.38,77.12,
52.72,77.46,
54.94,79.68,
66.03,90.77,
69.43,94.17,
67.22,91.96,
65.3,90.04,
59.8,84.54,
59.95,84.69,
59.95,84.69,
62.22,86.96,
63.82,88.56,
66.06,90.8,
69.47,94.21,
69.88,94.62,
65.87,90.61,
59.9,84.64,
60.82,85.56,
61.36,86.1,
60.32,85.06,
55.38,80.12,
54.4,79.14,
54.16,78.9,
54.01,78.75,
54.56,79.3,
53.62,78.36,
55.14,79.88,
59.9,84.64,
65.78,90.52,
66.79,91.53,
66.82,91.56,
67.88,92.62,
65.8,90.54,
62.35,87.09,
60.16,84.9,
59.91,84.65,
60.08,84.82,
62.86,87.6,
65.32,90.06,
63.28,88.02,
58.74,83.48,
53.83,78.57,
52.46,77.2,
48.93,73.67,
36.96,61.7,
37.92,62.66,
32.22,56.96,
24.46,49.2,
20.4,45.14,
20.88,45.62,
14.96,39.7,
14.95,39.69,
19.98,44.72,
20.18,44.92,
19.91,44.65,
31.58,56.32,
32.96,57.7,
31.46,56.2,
30.58,55.32,
30.09,54.83,
32.07,56.81,
48.52,73.26,
51.23,75.97,
50.91,75.65,
41.65,66.39,
36.95,61.69,
36.96,61.7,
34.85,59.59,
31.49,56.23,
30.63,55.37,
29.88,54.62,
30.21,54.95,
30.61,55.35,
32.27,57.01,
50.42,75.16,
60.86,85.6,
61.82,86.56,
59.89,84.63,
58.8,83.54,
53.53,78.27,
52.51,77.25,
52.98,77.72,
58.82,83.56,
61.3,86.04,
64.52,89.26,
65.94,90.68,
81.32,106.06,
64.79,89.53,
61.84,86.58,
59.31,84.05,
59.35,84.09,
51.6,76.34,
51.43,76.17,
51.2,75.94,
51.13,75.87,
51.44,76.18,
51.92,76.66,
53.46,78.2,
59.94,84.68,
66.14,90.88,
68.9,93.64,
67.44,92.18,
63.89,88.63,
58.87,83.61,
56.18,80.92,
56.28,81.02,
59.31,84.05,
62.82,87.56,
65.24,89.98,
69.73,94.47,
74.26,99,
64.82,89.56,
59.81,84.55,
56.85,81.59,
54.72,79.46,
51.82,76.56,
54.22,78.96,
54.97,79.71,
54.27,79.01,
54.79,79.53,
55.79,80.53,
54.34,79.08,
62.7,87.44,
69.35,94.09,
78.68,103.42,
74.92,99.66,
64.79,89.53,
61,85.74,
56.67,81.41,
55.86,80.6,
56.72,81.46,
60.87,85.61,
62.09,86.83,
64.87,89.61,
64.41,89.15,
60.87,85.61,
57.41,82.15,
53.64,78.38,
51.25,75.99,
49.29,74.03,
48.14,72.88,
47.75,72.49,
38.17,62.91,
35.97,60.71,
37.86,62.6,
44.95,69.69,
50.5,75.24,
52.65,77.39,
53.95,78.69,
53.39,78.13,
52.73,77.47,
52.66,77.4,
52.62,77.36,
53.93,78.67,
59,83.74,
61.21,85.95,
61.87,86.61,
66.88,91.62,
71.88,96.62,
67.28,92.02,
62.83,87.57,
59.88,84.62,
57.96,82.7,
52.82,77.56,
52.81,77.55,
52.87,77.61,
52.44,77.18,
52.17,76.91,
52.38,77.12,
52.95,77.69,
60.82,85.56,
66.19,90.93,
67.28,92.02,
66.83,91.57,
65.42,90.16,
59.92,84.66,
55.68,80.42,
54.98,79.72,
55.15,79.89,
59.9,84.64,
62.74,87.48,
66.38,91.12,
71.56,96.3,
69.56,94.3,
65.8,90.54,
61.75,86.49,
61.56,86.3,
59.38,84.12,
57.31,82.05,
54.69,79.43,
55.5,80.24,
54.08,78.82,
53.5,78.24,
53.74,78.48,
55.32,80.06,
57.89,82.63,
62.49,87.23,
66.7,91.44,
66.4,91.14,
67.28,92.02,
64.86,89.6,
61.31,86.05,
56.73,81.47,
56.41,81.15,
58.4,83.14,
64.87,89.61,
69.65,94.39,
68.96,93.7,
65.83,90.57,
60.98,85.72,
62.79,87.53,
57.94,82.68,
54.79,79.53,
55.56,80.3,
53.86,78.6,
53.77,78.51,
53.71,78.45,
53.87,78.61,
53.39,78.13,
53.44,78.18,
54.11,78.85,
55.3,80.04,
55.63,80.37,
55.85,80.59,
54.59,79.33,
54.88,79.62,
54.26,79,
54.82,79.56,
56.12,80.86,
62.24,86.98,
68.89,93.63,
65.67,90.41,
62.76,87.5,
57.75,82.49,
56.11,80.85,
53.65,78.39,
53.65,78.39,
53.44,78.18,
53.66,78.4,
53.82,78.56,
54.95,79.69,
57.53,82.27,
68.37,93.11,
77.83,102.57,
81.16,105.9,
81.51,106.25,
79.55,104.29,
77.99,102.73,
74.12,98.86,
72.89,97.63,
74.43,99.17,
73.85,98.59,
70.85,95.59,
79.8,104.54,
87.72,112.46,
81.92,106.66,
79.78,104.52,
68.95,93.69,
65.83,90.57,
60.78,85.52,
62.09,86.83,
59.48,84.22,
56.83,81.57,
56.14,80.88,
56.83,81.57,
60.57,85.31,
67.07,91.81,
79.93,104.67,
81.8,106.54,
81.73,106.47,
79.77,104.51,
75.98,100.72,
73.26,98,
71.55,96.29,
70.58,95.32,
69.75,94.49,
70.13,94.87,
73.39,98.13,
80.36,105.1,
79.5,104.24,
66.81,91.55,
62.77,87.51,
60.72,85.46,
57.29,82.03,
57.34,82.08,
56.93,81.67,
56.66,81.4,
56.52,81.26,
57.21,81.95,
58.94,83.68,
65.53,90.27,
79.01,103.75,
80.57,105.31,
80.37,105.11,
75.39,100.13,
69.59,94.33,
65.73,90.47,
64.99,89.73,
64.28,89.02,
64.85,89.59,
67.29,92.03,
75.31,100.05,
78.81,103.55,
75.12,99.86,
68.01,92.75,
63.85,88.59,
59.77,84.51,
57.16,81.9,
59.05,83.79,
58.19,82.93,
57.83,82.57,
57.92,82.66,
58.93,83.67,
61.9,86.64,
69.81,94.55,
79.07,103.81,
80.85,105.59,
79.95,104.69,
73.82,98.56,
68.75,93.49,
64.7,89.44,
63.9,88.64,
63.99,88.73,
64.56,89.3,
69.68,94.42,
76.22,100.96,
79.86,104.6,
75.68,100.42,
65.71,90.45,
64.32,89.06,
62.32,87.06,
58.08,82.82,
58.46,83.2,
57.41,82.15,
57.12,81.86,
57.01,81.75,
57.42,82.16,
59.73,84.47,
69.43,94.17,
81.5,106.24,
82.91,107.65,
75.38,100.12,
73.98,98.72,
65.12,89.86,
60.59,85.33,
56.89,81.63,
56.88,81.62,
58.67,83.41,
64.21,88.95,
70.36,95.1,
73.85,98.59,
68.81,93.55,
61.69,86.43,
58.59,83.33,
57.68,82.42,
55.92,80.66,
56.96,81.7,
54.84,79.58,
52.96,77.7,
51.49,76.23,
51.1,75.84,
48.97,73.71,
52.86,77.6,
56.93,81.67,
52.93,77.67,
51,75.74,
37.43,62.17,
23.28,48.02,
19.24,43.98,
4.8,29.54,
10.98,35.72,
23.41,48.15,
43.16,67.9,
55.82,80.56,
63.19,87.93,
56.93,81.67,
48.95,73.69,
43.01,67.75,
47.91,72.65,
43.4,68.14,
50.9,75.64,
49.02,73.76,
50.89,75.63,
51.65,76.39,
53.48,78.22,
54.14,78.88,
52.13,76.87,
54.95,79.69,
56.82,81.56,
55.78,80.52,
54.92,79.66,
55.92,80.66,
51.81,76.55,
49.96,74.7,
49.94,74.68,
49.97,74.71,
54.6,79.34,
61.94,86.68,
65.84,90.58,
63.47,88.21,
59.82,84.56,
57.95,82.69,
57.72,82.46,
56.39,81.13,
51.52,76.26,
55.92,80.66,
55.32,80.06,
54.85,79.59,
51.72,76.46,
57.47,82.21,
67.86,92.6,
89.21,113.95,
82.88,107.62,
68.32,93.06,
62.58,87.32,
57.93,82.67,
57.95,82.69,
59.82,84.56,
61.13,85.87,
62.11,86.85,
64.88,89.62,
72.83,97.57,
93.61,118.35,
91.73,116.47,
81.8,106.54,
69.8,94.54,
64.81,89.55,
61.86,86.6,
59.63,84.37,
58.16,82.9,
57.54,82.28,
57.57,82.31,
58.58,83.32,
60.69,85.43,
73.88,98.62,
98.94,123.68,
96.99,121.73,
71.65,96.39,
66.85,91.59,
63.67,88.41,
62.59,87.33,
61.89,86.63,
63.19,87.93,
66.87,91.61,
68.05,92.79,
83.51,108.25,
95,119.74,
76.94,101.68,
66.85,91.59,
61.56,86.3,
57.91,82.65,
55.32,80.06,
51.97,76.71,
51.96,76.7,
51.98,76.72,
56.79,81.53,
55.39,80.13,
56.87,81.61,
67.09,91.83,
77.06,101.8,
73.88,98.62,
64.83,89.57,
52.53,77.27,
51.25,75.99,
52.72,77.46,
51.94,76.68,
52.39,77.13,
51.89,76.63,
54.98,79.72,
62.87,87.61,
65.85,90.59,
63.86,88.6,
58.78,83.52,
51.95,76.69,
51.94,76.68,
51.13,75.87,
51.73,77.11,
52.65,78.03,
51.14,76.52,
51.63,77.01,
53.17,78.55,
53.17,78.55,
54.44,79.82,
62.51,87.89,
62.39,87.77,
55.22,80.6,
47.72,73.1,
46.36,71.74,
45.46,70.84,
44.09,69.47,
37.77,63.15,
41.42,66.8,
49.82,75.2,
56.93,82.31,
64.13,89.51,
64.01,89.39,
58.22,83.6,
53.28,78.66,
53.38,78.76,
53.19,78.57,
51.62,77,
52.96,78.34,
53.15,78.53,
53.18,78.56,
52.64,78.02,
55.18,80.56,
65.62,91,
68.58,93.96,
68.64,94.02,
65.62,91,
55.35,80.73,
53.64,79.02,
53.71,79.09,
55.68,81.06,
57.65,83.03,
60.52,85.9,
65.57,90.95,
74.39,99.77,
98.59,123.97,
86.4,111.78,
70.59,95.97,
66.4,91.78,
65.36,90.74,
62.4,87.78,
55.73,81.11,
59.13,84.51,
57.58,82.96,
56.87,82.25,
57.12,82.5,
56.74,82.12,
55.14,80.52,
53.9,79.28,
64.31,89.69,
59.62,85,
53.31,78.69,
52.74,78.12,
53.98,79.36,
52.73,78.11,
53.99,79.37,
54.37,79.75,
54.03,79.41,
64.64,90.02,
64.64,90.02,
61.69,87.07,
60.35,85.73,
57.15,82.53,
58.52,83.9,
52.88,78.26,
52.72,78.1,
52.71,78.09,
52.81,78.19,
52.81,78.19,
52.92,78.3,
52.88,78.26,
52.7,78.08,
52.7,78.08,
57.59,82.97,
57.86,83.24,
57.03,82.41,
55.21,80.59,
52.72,78.1,
51.9,77.28,
51.76,77.14,
53.03,78.41,
56.7,82.08,
55.72,81.1,
58.01,83.39,
58.38,83.76,
52.99,78.37,
53,78.38,
52.71,78.09,
48.34,73.72,
47.38,72.76,
43.56,68.94,
38.95,64.33,
39.25,64.63,
49.72,75.1,
54.37,79.75,
68.56,93.94,
76.58,101.96,
86.7,112.08,
85.27,110.65,
78.66,104.04,
77.62,103,
71.66,97.04,
70.75,96.13,
76.07,101.45,
77.74,103.12,
78.13,103.51,
92.31,117.69,
105.8,131.18,
106.25,131.63,
85.12,110.5,
77.6,102.98,
69.68,95.06,
63.04,88.42,
61.6,86.98,
60.6,85.98,
60.03,85.41,
59.25,84.63,
59.55,84.93,
61.4,86.78,
69.14,94.52,
80.9,106.28,
87.83,113.21,
87.66,113.04,
85.92,111.3,
77.67,103.05,
75.03,100.41,
72.71,98.09,
71.62,97,
71.4,96.78,
72.06,97.44,
76.63,102.01,
83.34,108.72,
87.27,112.65,
82.54,107.92,
69.59,94.97,
65.54,90.92,
