14,96
30,45
42,93
42,15
42
40,91
39,34
37,27
31,55
31,51
31,54
32,57
39,97
42,04
41,49
38,93
34,3
32,57
30,45
30
29,97
29,49
29,56
30,02
31,76
40,02
48,96
51,94
50,36
49,58
46,88
42,99
41,67
39,49
41,78
44,3
49,57
49,74
44,79
39,79
37,84
37,54
33,41
29,71
27,84
28,37
23,92
23,37
26,01
29,62
30,85
33,07
38
41,66
41,68
41,93
41,45
39
40,01
41,8
44,68
49,38
43,98
39,16
36,37
36,33
32,67
31,88
30,41
29,24
27,71
25,56
27,68
28,47
30,31
32,49
35,3
38,88
40,93
40,93
37,77
33,84
34,62
38,04
42,93
48,08
42,92
37,46
32,53
32,5
30,2
27,06
20
16,22
12,88
15,52
25,01
33,08
42,95
45,06
45,9
44,98
48,39
47
47,39
46,34
43,94
43,65
49,5
51
48,05
42,82
38,99
37,99
35,84
34,2
32,52
31,54
30,38
30,97
32,48
40
